,X30,X90,X180,X360,X720,X1080,X1800,X2520,X3600
28.05.2012,9.9219,10.1111,10.1758,9.9391,9.5445,9.3831,9.2613,9.2439,9.2891
29.05.2012,9.9213,10.0679,10.0972,9.8474,9.4654,9.3139,9.1973,9.1702,9.1866
30.05.2012,9.9138,10.0903,10.1455,9.9014,9.5046,9.3419,9.2189,9.1992,9.2432
31.05.2012,10.2265,10.2821,10.2196,9.8914,9.4807,9.3342,9.2379,9.2262,9.2546
1.06.2012,9.8385,10.0193,10.057,9.7809,9.3856,9.2502,9.1666,9.1556,9.1717
4.06.2012,10.0029,10.0948,10.0462,9.6877,9.2665,9.1509,9.1031,9.098,9.0827
5.06.2012,10.0276,10.0669,9.9867,9.6418,9.2415,9.1129,9.0302,9.0002,8.9644
6.06.2012,10.2415,10.1966,10.0374,9.6273,9.198,9.0686,8.9998,8.9868,8.978
7.06.2012,10.1379,10.1261,9.9898,9.5816,9.1553,9.0436,8.9996,8.9942,8.973
8.06.2012,9.5879,9.7433,9.7678,9.5162,9.1755,9.0618,8.9858,8.9599,8.9344
11.06.2012,9.9568,9.978,9.8827,9.54,9.1776,9.081,9.0326,9.0043,8.9327
12.06.2012,9.956,10.0183,9.9463,9.5914,9.2086,9.1136,9.078,9.0611,9.0003
13.06.2012,9.9724,10.0192,9.9457,9.6173,9.2551,9.1517,9.1011,9.088,9.0613
14.06.2012,9.6048,9.7575,9.7844,9.5328,9.2159,9.1325,9.0958,9.0816,9.0395
15.06.2012,9.8176,9.8768,9.8102,9.4914,9.1712,9.1095,9.1001,9.0767,8.9747
18.06.2012,9.5442,9.7272,9.7633,9.4994,9.1693,9.0811,9.0394,9.0191,8.9648
19.06.2012,9.4251,9.6887,9.7779,9.5086,9.1189,8.986,8.8956,8.8683,8.8511
20.06.2012,9.4638,9.6345,9.6613,9.3914,9.0259,8.891,8.7923,8.7659,8.7662
21.06.2012,9.4493,9.5633,9.5575,9.2912,8.9389,8.802,8.6975,8.678,8.7071
22.06.2012,9.1273,9.2309,9.2377,9.0537,8.8148,8.7298,8.6795,8.6863,8.732
25.06.2012,9.426,9.4759,9.4314,9.1911,8.8866,8.7591,8.6738,8.6961,8.8236
26.06.2012,9.4224,9.4025,9.3081,9.0574,8.7704,8.6538,8.5819,8.6118,8.7438
27.06.2012,9.093,9.2079,9.1979,8.9423,8.6389,8.5514,8.5495,8.6349,8.8248
28.06.2012,8.7034,8.9802,9.1053,8.9172,8.6494,8.5948,8.6336,8.7305,8.9014
29.06.2012,8.3601,8.7136,8.9183,8.795,8.5926,8.5796,8.6538,8.7373,8.8335
2.07.2012,8.9057,9.0178,8.9971,8.7361,8.5129,8.5268,8.6509,8.7546,8.8428
3.07.2012,8.9087,8.8982,8.7908,8.5177,8.3372,8.3831,8.5563,8.6994,8.8406
4.07.2012,8.4612,8.6649,8.7057,8.4366,8.2048,8.2488,8.4492,8.6301,8.8299
5.07.2012,7.5815,7.9918,8.2601,8.2379,8.1439,8.1816,8.3523,8.5606,8.8875
6.07.2012,8.3927,8.3915,8.3419,8.2002,8.059,8.0387,8.1531,8.3914,8.8657
9.07.2012,7.8581,8.1432,8.3002,8.2213,8.0727,8.058,8.174,8.3901,8.804
10.07.2012,8.1185,8.249,8.3148,8.1957,7.963,7.896,7.9694,8.2024,8.7053
11.07.2012,8.3317,8.3576,8.3303,8.1616,7.9386,7.8754,7.9171,8.074,8.4126
12.07.2012,8.3469,8.4495,8.4825,8.3208,8.0483,7.9563,7.9638,8.1049,8.4365
13.07.2012,8.1673,8.3016,8.3616,8.2307,7.9862,7.9001,7.9007,8.022,8.3101
16.07.2012,8.7505,8.6683,8.5205,8.2286,7.9518,7.8935,7.9436,8.0757,8.3305
17.07.2012,8.6691,8.6166,8.4968,8.2231,7.9408,7.8699,7.9047,8.0378,8.3124
18.07.2012,8.4465,8.3882,8.2752,8.053,7.863,7.846,7.9228,8.0388,8.226
19.07.2012,8.3127,8.2677,8.1674,7.9645,7.8173,7.8422,7.9607,8.0661,8.1771
20.07.2012,8.3485,8.3226,8.2362,8.0131,7.8345,7.8478,7.9699,8.0986,8.2605
23.07.2012,8.2149,8.2475,8.228,8.0883,7.9747,8.0096,8.1459,8.2773,8.4403
24.07.2012,8.1877,8.2326,8.2311,8.121,8.0275,8.0599,8.1818,8.3008,8.4515
25.07.2012,8.005,8.0524,8.066,8.0078,7.9608,7.9959,8.1021,8.2063,8.3429
26.07.2012,7.9585,7.9584,7.9322,7.852,7.8147,7.8644,7.9935,8.1095,8.252
27.07.2012,7.9847,7.9011,7.8232,7.7642,7.8138,7.9115,8.0819,8.1943,8.2881
30.07.2012,7.8949,7.8263,7.7615,7.729,7.8036,7.9097,8.0842,8.1942,8.2819
31.07.2012,7.5576,7.5553,7.5553,7.5743,7.6884,7.8215,8.0273,8.1468,8.2239
1.08.2012,7.8329,7.7258,7.6241,7.575,7.6799,7.8258,8.0542,8.1853,8.2628
2.08.2012,7.8282,7.7468,7.6709,7.6395,7.7339,7.8607,8.0715,8.2105,8.3315
3.08.2012,7.3444,7.3047,7.2993,7.3821,7.5512,7.6778,7.8792,8.0406,8.2435
6.08.2012,7.2924,7.2844,7.3016,7.3913,7.5909,7.7594,8.0068,8.1599,8.2888
7.08.2012,7.2567,7.3177,7.4058,7.5613,7.7618,7.9016,8.1071,8.2562,8.4276
8.08.2012,7.2862,7.3575,7.4507,7.596,7.8125,7.984,8.2175,8.3455,8.4244
9.08.2012,7.2996,7.4146,7.5479,7.7099,7.9257,8.0889,8.3067,8.4174,8.469
10.08.2012,7.0195,7.2184,7.4272,7.67,7.9165,8.072,8.287,8.4311,8.5799
13.08.2012,7.0652,7.3336,7.5923,7.8058,7.9685,8.0787,8.2656,8.4362,8.6807
14.08.2012,6.6908,7.1617,7.6038,7.9311,8.1075,8.1968,8.3369,8.4722,8.6779
15.08.2012,7.0879,7.3467,7.6129,7.8496,8.0342,8.1473,8.324,8.4791,8.6953
16.08.2012,6.6246,6.9722,7.3288,7.6415,7.9234,8.105,8.3538,8.5104,8.6501
17.08.2012,6.2453,6.6636,7.0897,7.547,7.9225,8.1094,8.3381,8.4866,8.6423
22.08.2012,6.7748,7.039,7.3302,7.6386,7.9107,8.0657,8.2895,8.4723,8.7161
23.08.2012,6.7418,7.0381,7.3352,7.5842,7.8024,7.9473,8.1674,8.3377,8.5449
24.08.2012,6.517,6.9289,7.3126,7.6541,7.9136,8.0601,8.2606,8.4052,8.5729
27.08.2012,6.6388,6.9561,7.2637,7.5357,7.7804,7.9433,8.1737,8.3279,8.4849
28.08.2012,6.0018,6.588,7.133,7.5368,7.7832,7.9139,8.1115,8.2884,8.5429
29.08.2012,6.0762,6.5812,7.0794,7.4909,7.7699,7.9173,8.1258,8.299,8.535
31.08.2012,6.1784,6.6459,7.0712,7.4363,7.7083,7.8661,8.0932,8.2721,8.5048
3.09.2012,6.5797,6.9356,7.2864,7.6103,7.8445,7.9631,8.1411,8.3055,8.5541
4.09.2012,6.2149,6.668,7.0974,7.4709,7.7248,7.8547,8.0454,8.215,8.4625
5.09.2012,6.0998,6.5339,6.9709,7.4057,7.7011,7.8259,8.0043,8.1877,8.4915
6.09.2012,6.202,6.5612,6.9409,7.3345,7.6487,7.8092,8.0312,8.2099,8.4498
7.09.2012,6.3233,6.5892,6.87,7.1756,7.4253,7.5656,7.7962,8.0237,8.3762
10.09.2012,6.3352,6.636,6.9288,7.2031,7.4457,7.6056,7.8715,8.1126,8.4595
11.09.2012,6.5096,6.7003,6.8904,7.0917,7.3126,7.484,7.7891,8.0736,8.4852
12.09.2012,6.2225,6.5494,6.8606,7.1545,7.4402,7.6458,7.9724,8.242,8.5933
13.09.2012,6.2291,6.5207,6.829,7.1612,7.4793,7.6835,8.0056,8.2797,8.6535
14.09.2012,6.074,6.3273,6.6171,6.9941,7.3935,7.6525,8.0313,8.3128,8.6451
17.09.2012,6.3531,6.5436,6.7757,7.1032,7.4839,7.7365,8.1025,8.3643,8.6629
18.09.2012,6.1084,6.3919,6.7006,7.0819,7.4848,7.7414,8.0959,8.3323,8.5771
19.09.2012,5.9115,6.2782,6.6683,7.1235,7.5536,7.8068,8.1569,8.4145,8.7233
20.09.2012,5.9566,6.349,6.7642,7.2095,7.5942,7.8067,8.1098,8.3514,8.6712
21.09.2012,5.6199,6.1272,6.6428,7.1674,7.5523,7.7422,8.0359,8.3268,8.7881
24.09.2012,6.033,6.4065,6.8058,7.2506,7.6059,7.7797,8.0429,8.2973,8.7008
25.09.2012,6.1058,6.4203,6.8021,7.2577,7.6063,7.7601,7.9892,8.2247,8.6155
26.09.2012,5.891,6.3784,6.8711,7.3177,7.6476,7.7901,7.9771,8.1564,8.4453
27.09.2012,6.0579,6.4388,6.8385,7.2533,7.593,7.7318,7.9107,8.0885,8.3885
28.09.2012,6.4409,6.6607,6.9082,7.2515,7.5969,7.7606,7.9694,8.1462,8.4046
1.10.2012,6.0064,6.46,6.8818,7.3007,7.6444,7.7985,7.9992,8.1791,8.4562
2.10.2012,6.021,6.4304,6.8313,7.2435,7.5843,7.7268,7.9133,8.099,8.4103
3.10.2012,5.7647,6.2855,6.7871,7.2516,7.6467,7.8534,8.1169,8.3066,8.5298
4.10.2012,5.8729,6.3819,6.8591,7.2945,7.6582,7.8406,8.0662,8.2194,8.3884
5.10.2012,5.5462,6.1905,6.7406,7.2372,7.6112,7.785,7.9998,8.1647,8.3823
8.10.2012,6.2328,6.5648,6.9131,7.3264,7.7164,7.8918,8.0995,8.2602,8.4816
9.10.2012,5.8518,6.3566,6.8271,7.2771,7.6588,7.8441,8.0842,8.2778,8.5455
10.10.2012,6.1889,6.5075,6.869,7.2918,7.667,7.8435,8.0685,8.2579,8.5327
11.10.2012,6.0626,6.3572,6.7048,7.1598,7.603,7.8071,8.0536,8.2428,8.4998
12.10.2012,5.9905,6.2867,6.6225,7.107,7.5477,7.7343,7.9592,8.1652,8.4999
15.10.2012,6.0054,6.3214,6.6807,7.1385,7.5415,7.7141,7.9353,8.1477,8.5016
16.10.2012,6.0632,6.3341,6.6456,7.0531,7.448,7.6452,7.9092,8.1342,8.4617
17.10.2012,6.017,6.2906,6.6031,6.9809,7.3418,7.5373,7.8191,8.0696,8.4357
18.10.2012,5.6719,6.0901,6.5367,7.0171,7.4103,7.5897,7.8424,8.0871,8.4799
19.10.2012,5.8687,6.1767,6.5032,6.9194,7.2904,7.4609,7.7148,7.9856,8.4467
22.10.2012,5.9497,6.2446,6.5588,6.9118,7.2154,7.3667,7.6232,7.9146,8.4236
23.10.2012,5.8515,6.202,6.5659,6.9392,7.2455,7.4009,7.6638,7.957,8.4596
24.10.2012,5.9262,6.1923,6.4969,6.8652,7.2048,7.3759,7.649,7.9437,8.4404
30.10.2012,5.8004,6.1015,6.4323,6.8305,7.1911,7.3647,7.6395,7.9388,8.451
31.10.2012,5.6571,5.9989,6.353,6.7633,7.1267,7.3087,7.5887,7.8704,8.3265
1.11.2012,5.9059,6.1317,6.3892,6.7169,7.0667,7.2731,7.5886,7.866,8.2596
2.11.2012,5.7872,6.0733,6.3661,6.7363,7.0806,7.2628,7.5469,7.829,8.2753
5.11.2012,5.678,5.9663,6.272,6.631,6.9539,7.1101,7.349,7.5959,8.0075
6.11.2012,5.5184,5.9002,6.2713,6.6489,6.9467,7.0917,7.3151,7.5442,7.9193
7.11.2012,5.4339,5.7802,6.1377,6.5457,6.8634,6.9826,7.1652,7.4019,7.8569
8.11.2012,5.434,5.7324,6.0572,6.4386,6.7371,6.8443,7.0233,7.2746,7.7733
9.11.2012,5.5246,5.7384,5.9709,6.2897,6.5539,6.6539,6.8393,7.1113,7.653
12.11.2012,5.593,5.7137,5.8676,6.1089,6.3946,6.5731,6.8837,7.2012,7.7085
13.11.2012,5.4987,5.6876,5.887,6.138,6.4229,6.6224,6.975,7.3206,7.846
14.11.2012,5.2807,5.5415,5.8137,6.1447,6.482,6.688,7.0252,7.3514,7.8479
15.11.2012,5.4662,5.6877,5.9195,6.1877,6.476,6.6743,7.0235,7.3638,7.8764
16.11.2012,4.9203,5.37,5.7772,6.1866,6.5169,6.7048,7.0278,7.3663,7.9108
19.11.2012,5.3727,5.5855,5.8022,6.0527,6.3331,6.5328,6.8841,7.2205,7.7234
20.11.2012,5.3853,5.5894,5.8037,6.0731,6.3742,6.5752,6.905,7.2027,7.6264
21.11.2012,5.2218,5.5462,5.8375,6.1012,6.347,6.5299,6.8574,7.1751,7.6474
22.11.2012,5.492,5.6719,5.8501,6.0408,6.259,6.4308,6.7509,7.0657,7.5383
23.11.2012,5.4083,5.6417,5.848,6.057,6.2758,6.4483,6.764,7.0676,7.5103
26.11.2012,5.4262,5.6355,5.8235,5.9964,6.1923,6.36,6.6732,6.9707,7.4031
27.11.2012,5.42,5.6334,5.8128,5.959,6.1339,6.3071,6.6404,6.9541,7.3985
28.11.2012,5.3282,5.5696,5.7767,5.9569,6.1521,6.3249,6.6497,6.9626,7.418
29.11.2012,5.3322,5.5423,5.7289,5.8774,6.0533,6.2241,6.5497,6.8529,7.2781
30.11.2012,5.2838,5.5041,5.6997,5.8414,5.9968,6.1518,6.4598,6.7639,7.2144
3.12.2012,5.4175,5.5466,5.6572,5.7422,5.8575,5.9865,6.2678,6.5672,7.038
4.12.2012,5.4119,5.5354,5.6362,5.6951,5.7811,5.8933,6.1363,6.3842,6.7566
5.12.2012,5.4687,5.6102,5.7272,5.7904,5.8975,6.0408,6.3206,6.5703,6.8987
6.12.2012,5.7364,5.777,5.7968,5.7889,5.8624,6.0022,6.2964,6.5661,6.9263
7.12.2012,5.8215,5.8285,5.8119,5.7705,5.8444,6.008,6.3361,6.6077,6.9277
10.12.2012,5.6788,5.7094,5.7229,5.7256,5.8403,6.0189,6.3579,6.6318,6.954
11.12.2012,5.7855,5.7611,5.7342,5.7231,5.8291,5.9928,6.3079,6.5715,6.8949
12.12.2012,5.5786,5.6445,5.6959,5.7277,5.8283,5.9676,6.2386,6.4788,6.7929
13.12.2012,5.561,5.6081,5.6523,5.7026,5.8268,5.9684,6.2345,6.4662,6.7667
14.12.2012,5.5823,5.5845,5.5994,5.6559,5.8111,5.9735,6.2541,6.4733,6.7256
17.12.2012,5.5759,5.6163,5.6531,5.7015,5.8332,5.9823,6.2456,6.4521,6.6908
18.12.2012,5.6432,5.7155,5.7763,5.8086,5.8848,6.0001,6.2265,6.4216,6.6684
19.12.2012,5.8986,5.9149,5.9257,5.9309,6.0068,6.1239,6.338,6.5035,6.6845
20.12.2012,5.8157,5.8988,5.9698,6.0056,6.0813,6.1929,6.399,6.5587,6.7338
21.12.2012,5.5555,5.7726,5.9556,6.0369,6.1144,6.2384,6.4623,6.6207,6.7675
24.12.2012,5.8693,5.9808,6.0699,6.1101,6.1775,6.282,6.472,6.6112,6.7509
25.12.2012,5.7949,5.8941,5.9839,6.0475,6.1457,6.2577,6.4417,6.5639,6.6691
26.12.2012,5.7895,5.9071,6.0133,6.0756,6.1698,6.2872,6.4729,6.5826,6.65
27.12.2012,5.8354,5.9756,6.0969,6.1566,6.2206,6.3104,6.4773,6.6092,6.7585
28.12.2012,5.5395,5.813,6.0398,6.1319,6.1878,6.2868,6.4695,6.6015,6.7295
31.12.2012,5.8447,6.0214,6.1667,6.2137,6.2621,6.36,6.5324,6.6428,6.7223
2.01.2013,5.8503,5.956,6.0562,6.1369,6.269,6.4103,6.6307,6.768,6.8713
3.01.2013,5.8311,5.9775,6.1219,6.2556,6.4394,6.6022,6.8332,6.952,6.9983
4.01.2013,5.6223,5.8615,6.0906,6.2904,6.5092,6.6871,6.9335,7.0599,7.1104
7.01.2013,5.8725,6.0041,6.1233,6.2193,6.337,6.4501,6.6461,6.8034,6.9943
8.01.2013,5.773,5.9163,6.0361,6.105,6.2036,6.3238,6.5267,6.6671,6.7986
9.01.2013,5.8631,5.9848,6.063,6.035,6.0398,6.163,6.4176,6.5981,6.7516
10.01.2013,5.7711,5.9272,6.0424,6.0624,6.121,6.2717,6.5559,6.7458,6.8936
11.01.2013,5.4926,5.7728,5.9985,6.095,6.1772,6.3213,6.583,6.755,6.8845
14.01.2013,6.0204,6.0655,6.0932,6.0977,6.1795,6.3244,6.5883,6.7705,6.9301
15.01.2013,5.9772,6.0628,6.1216,6.1317,6.2035,6.3451,6.6003,6.7658,6.8871
16.01.2013,5.9728,6.0483,6.1008,6.1043,6.1604,6.2849,6.5153,6.6746,6.8087
17.01.2013,5.9427,6.0118,6.059,6.0662,6.1378,6.2723,6.512,6.6659,6.777
18.01.2013,5.6662,5.79,5.8981,5.9797,6.1082,6.2544,6.4935,6.6452,6.7579
21.01.2013,5.8904,5.9351,5.9671,5.988,6.0906,6.2392,6.4917,6.6511,6.7664
22.01.2013,5.8217,5.8917,5.9437,5.9716,6.0796,6.2381,6.5028,6.6616,6.7582
23.01.2013,5.5839,5.6587,5.7349,5.8238,5.9763,6.1264,6.3713,6.5474,6.7243
24.01.2013,5.5155,5.6126,5.7096,5.8116,5.9694,6.1182,6.3656,6.5494,6.7454
25.01.2013,5.4357,5.5861,5.7238,5.8442,6.0067,6.163,6.4184,6.5979,6.7717
28.01.2013,5.6453,5.6756,5.7108,5.7777,5.968,6.1778,6.5108,6.716,6.8674
29.01.2013,5.6763,5.6873,5.7043,5.7562,5.9401,6.1537,6.5039,6.7339,6.9287
30.01.2013,5.4492,5.5642,5.6628,5.7546,5.9377,6.144,6.4912,6.741,6.992
31.01.2013,5.4569,5.5425,5.6263,5.7282,5.928,6.1325,6.4731,6.7163,6.9644
1.02.2013,5.2637,5.4147,5.5471,5.6753,5.87,6.061,6.3862,6.6361,6.9182
4.02.2013,5.3889,5.5387,5.6571,5.7545,5.9297,6.1268,6.4757,6.7468,7.0569
5.02.2013,5.3955,5.5152,5.6072,5.6787,5.8444,6.0525,6.4356,6.7454,7.1149
6.02.2013,5.4839,5.5567,5.6065,5.6398,5.7931,6.0154,6.4292,6.7624,7.1524
7.02.2013,5.4232,5.4941,5.5467,5.5873,5.7566,5.9863,6.4104,6.7455,7.1288
8.02.2013,5.2416,5.3987,5.5304,5.6291,5.812,6.0217,6.4074,6.7274,7.1183
11.02.2013,5.406,5.5014,5.5761,5.6514,5.8471,6.081,6.4966,6.8163,7.1765
12.02.2013,5.7623,5.6978,5.6618,5.696,5.8888,6.1159,6.5191,6.8352,7.2009
13.02.2013,5.4725,5.5807,5.6685,5.75,5.9455,6.1758,6.5727,6.869,7.1842
14.02.2013,5.3828,5.5179,5.626,5.7162,5.9056,6.1226,6.506,6.8022,7.1341
15.02.2013,5.6242,5.6265,5.6427,5.7089,5.909,6.1291,6.5117,6.8054,7.1338
18.02.2013,5.3667,5.4943,5.6007,5.7079,5.8899,6.0748,6.4134,6.7062,7.0901
19.02.2013,5.0486,5.2738,5.453,5.5986,5.8011,6.0062,6.4003,6.7675,7.2823
20.02.2013,5.0033,5.1932,5.3681,5.5463,5.7746,5.9714,6.3478,6.7241,7.2863
21.02.2013,5.1614,5.2656,5.3839,5.5501,5.7874,5.9828,6.3589,6.7399,7.3187
22.02.2013,4.9425,5.1284,5.318,5.5428,5.8001,5.9861,6.3404,6.7149,7.3034
25.02.2013,5.2,5.3129,5.4324,5.596,5.8179,5.9963,6.3455,6.7092,7.2797
26.02.2013,5.21,5.3377,5.4596,5.6045,5.8052,5.9803,6.3288,6.6889,7.2437
27.02.2013,5.2522,5.3697,5.4809,5.6078,5.7973,5.9736,6.3208,6.6696,7.193
28.02.2013,5.1754,5.3138,5.4367,5.5773,5.7775,5.9558,6.2942,6.6229,7.1046
1.03.2013,5.0161,5.2729,5.4697,5.6304,5.823,5.994,6.3184,6.6296,7.0807
4.03.2013,5.2405,5.387,5.5163,5.6486,5.8393,6.0098,6.3262,6.6204,7.0393
5.03.2013,5.1797,5.329,5.4683,5.6219,5.8311,6.0049,6.3188,6.6145,7.0409
6.03.2013,5.1144,5.2548,5.4037,5.5865,5.8238,6.0037,6.3237,6.6295,7.0785
7.03.2013,5.1777,5.2865,5.4105,5.5732,5.8027,5.9812,6.31,6.6302,7.104
8.03.2013,4.9303,5.1558,5.3667,5.6094,5.8745,6.0499,6.3741,6.7175,7.2657
11.03.2013,5.2103,5.3363,5.4787,5.6701,5.9012,6.0637,6.382,6.7325,7.3108
12.03.2013,5.2455,5.3655,5.4948,5.6645,5.8839,6.0513,6.3706,6.7062,7.2361
13.03.2013,5.3556,5.4181,5.5136,5.6763,5.9083,6.0889,6.433,6.7894,7.3466
14.03.2013,5.3255,5.4192,5.5466,5.7351,5.9757,6.1417,6.461,6.8059,7.3583
15.03.2013,5.4113,5.5862,5.7272,5.8667,6.0411,6.1916,6.5066,6.8514,7.4005
18.03.2013,5.4997,5.6519,5.7783,5.9073,6.1076,6.2944,6.642,6.9614,7.4082
19.03.2013,5.4675,5.6804,5.8615,6.0397,6.2509,6.4149,6.7221,7.0342,7.514
20.03.2013,5.342,5.6047,5.834,6.0654,6.3679,6.5601,6.6557,6.4452,5.7674
21.03.2013,5.3911,5.5777,5.768,5.9869,6.2454,6.4153,6.7033,6.9744,7.3708
22.03.2013,5.3523,5.614,5.828,6.0457,6.2853,6.4507,6.7361,7.0066,7.4061
25.03.2013,5.5074,5.7694,5.9777,6.1652,6.3722,6.5233,6.7904,7.0436,7.4169
26.03.2013,5.8309,5.9356,6.0625,6.2422,6.4446,6.568,6.7806,7.0004,7.3491
27.03.2013,5.692,5.9209,6.1171,6.3003,6.4811,6.5942,6.7913,6.9923,7.3078
28.03.2013,6.0003,6.1085,6.1952,6.2749,6.3952,6.5073,6.7303,6.9542,7.289
29.03.2013,5.5937,5.9644,6.2108,6.3317,6.4281,6.5189,6.7216,6.9517,7.3247
1.04.2013,6.0422,6.1465,6.2361,6.3308,6.4534,6.5558,6.7602,6.9742,7.31
2.04.2013,6.097,6.26,6.3674,6.438,6.5187,6.6006,6.7901,7.0126,7.383
3.04.2013,5.6576,5.9066,6.0798,6.2154,6.3855,6.5362,6.8167,7.0812,7.4564
4.04.2013,5.7805,5.8818,5.9749,6.088,6.2653,6.4208,6.7049,6.9635,7.3176
5.04.2013,5.5913,5.78,5.9201,6.0383,6.1971,6.3364,6.5889,6.8169,7.1271
8.04.2013,5.7443,5.7579,5.7798,5.835,5.9815,6.1393,6.4337,6.6916,7.0305
9.04.2013,5.5698,5.723,5.8307,5.9259,6.0636,6.1936,6.4439,6.6882,7.0435
10.04.2013,5.5043,5.585,5.6621,5.7681,5.9437,6.1027,6.3929,6.6589,7.0271
11.04.2013,5.2337,5.3139,5.4324,5.6221,5.8584,6.0159,6.2888,6.5508,6.9353
12.04.2013,4.9641,5.1978,5.3998,5.5927,5.8238,5.9881,6.2659,6.5172,6.8713
15.04.2013,5.5409,5.4622,5.48,5.6047,5.8167,5.9801,6.2605,6.5105,6.8608
16.04.2013,5.1228,5.1649,5.2556,5.4249,5.6806,5.8757,6.1897,6.4476,6.7744
17.04.2013,5.1021,5.1468,5.2396,5.4131,5.6687,5.8618,6.1782,6.4453,6.7951
18.04.2013,5.3236,5.3011,5.3268,5.4304,5.6537,5.8583,6.2086,6.4909,6.8308
19.04.2013,5.0892,5.1949,5.3022,5.4489,5.676,5.8658,6.1902,6.4642,6.8162
22.04.2013,4.9707,5.1036,5.2335,5.4089,5.652,5.8387,6.1486,6.4072,6.7426
24.04.2013,4.7743,4.9189,5.0857,5.3239,5.6088,5.7932,6.0782,6.3171,6.6318
25.04.2013,4.8535,4.9479,5.0894,5.319,5.6177,5.8184,6.1287,6.3753,6.6775
26.04.2013,4.5467,4.9037,5.1348,5.3217,5.5622,5.7599,6.0855,6.343,6.6457
29.04.2013,4.6615,4.7992,4.9373,5.1298,5.4128,5.6333,5.9824,6.2476,6.5512
30.04.2013,4.5268,4.6873,4.8572,5.0915,5.3835,5.5799,5.8839,6.1261,6.4243
2.05.2013,4.5167,4.5981,4.7236,4.9285,5.2304,5.4506,5.7835,6.0209,6.2656
3.05.2013,4.4148,4.576,4.744,4.9928,5.3287,5.5683,5.9217,6.1685,6.4218
6.05.2013,4.5307,4.6035,4.7422,4.9875,5.3266,5.5641,5.914,6.1614,6.4213
7.05.2013,4.4614,4.538,4.6841,4.9615,5.3349,5.5871,5.9398,6.1753,6.4007
8.05.2013,4.6196,4.683,4.7685,4.933,5.2229,5.4645,5.8237,6.0559,6.2571
9.05.2013,3.848,4.0608,4.3258,4.7222,5.1904,5.4631,5.8261,6.0629,6.2905
10.05.2013,3.9696,4.163,4.4073,4.789,5.2633,5.564,5.9589,6.1892,6.3596
13.05.2013,3.9861,4.1699,4.4122,4.7841,5.2496,5.5467,5.9457,6.191,6.3972
14.05.2013,3.9296,4.1298,4.3913,4.7851,5.2554,5.5457,5.9389,6.2039,6.471
15.05.2013,3.709,3.9217,4.2143,4.6676,5.2189,5.5264,5.919,6.1879,6.4725
16.05.2013,3.925,4.044,4.2164,4.5019,4.9507,5.2826,5.7697,6.0944,6.3921
17.05.2013,4.1361,4.2223,4.3411,4.561,4.9326,5.2385,5.703,6.0155,6.302
20.05.2013,4.4506,4.5058,4.5889,4.7511,5.0648,5.3464,5.7952,6.1115,6.4236
21.05.2013,4.1792,4.3527,4.5818,4.9324,5.3483,5.579,5.8986,6.1604,6.501
22.05.2013,4.519,4.5883,4.6909,4.8753,5.1883,5.4451,5.84,6.1185,6.3954
23.05.2013,4.5794,4.6914,4.8486,5.0936,5.4321,5.6554,5.9882,6.2421,6.5344
24.05.2013,4.5239,4.671,4.8556,5.1389,5.4614,5.6361,5.9015,6.153,6.525
27.05.2013,4.6319,4.7296,4.861,5.0707,5.3521,5.543,5.8536,6.1284,6.5073
28.05.2013,4.6625,4.755,4.8818,5.0918,5.3973,5.6202,5.9649,6.2365,6.5599
29.05.2013,4.8767,4.9809,5.1276,5.3662,5.6993,5.929,6.2692,6.5233,6.8065
30.05.2013,5.2198,5.3389,5.4904,5.7264,6.026,6.2063,6.4763,6.6986,6.9744
31.05.2013,5.154,5.3594,5.619,5.9946,6.3566,6.489,6.6335,6.7722,6.9955
3.06.2013,5.6345,5.8564,6.1327,6.5324,6.8995,7.0093,7.0891,7.1522,7.252
4.06.2013,5.9202,5.9484,5.9913,6.0809,6.2648,6.4346,6.6948,6.8611,6.9829
5.06.2013,6.0529,6.0924,6.1515,6.2718,6.5077,6.7139,7.002,7.1475,7.1887
6.06.2013,6.3025,6.4534,6.6494,6.938,7.2259,7.3411,7.4817,7.6092,7.785
7.06.2013,6.241,6.3512,6.4893,6.7008,6.941,7.0712,7.2584,7.4123,7.5836
10.06.2013,6.162,6.2772,6.427,6.6667,6.9721,7.1603,7.4132,7.5725,7.6863
11.06.2013,6.7416,6.8221,6.9265,7.0929,7.3059,7.4463,7.6701,7.8595,8.0702
12.06.2013,6.3174,6.4193,6.5536,6.7734,7.0698,7.2631,7.5155,7.6591,7.7435
13.06.2013,6.1984,6.282,6.3991,6.6011,6.9063,7.1216,7.3981,7.5246,7.5355
14.06.2013,6.0115,6.0507,6.1067,6.2162,6.4214,6.6024,6.8877,7.0843,7.2619
17.06.2013,6.0035,6.0747,6.1692,6.3274,6.5541,6.7189,6.9765,7.1763,7.4049
18.06.2013,6.3451,6.4898,6.668,6.919,7.1313,7.1853,7.2423,7.3343,7.5342
19.06.2013,6.1539,6.274,6.4258,6.6536,6.898,7.0181,7.1805,7.3213,7.5173
20.06.2013,6.9608,7.1466,7.3809,7.7017,7.942,7.9749,8.0228,8.1721,8.5211
21.06.2013,6.8149,7.1124,7.4733,7.9838,8.4173,8.5218,8.5794,8.641,8.7464
24.06.2013,7.0956,7.3505,7.6713,8.1473,8.6331,8.8391,9.0521,9.1756,9.2615
25.06.2013,6.8736,7.1255,7.4422,7.9109,8.384,8.5777,8.758,8.8501,8.9156
