,X30,X90,X180,X360,X720,X1080,X1800,X2520,X3600
10.04.2017,11.3895,11.392,11.3941,11.3933,11.3769,11.3469,11.2549,11.1297,10.9072
11.04.2017,11.2759,11.2819,11.289,11.2967,11.2947,11.2779,11.2122,11.1127,10.9278
12.04.2017,11.2446,11.264,11.2851,11.3041,11.2949,11.2652,11.1813,11.0773,10.9028
13.04.2017,11.4165,11.4001,11.3777,11.3419,11.2865,11.2363,11.1358,11.0329,10.8758
14.04.2017,11.4278,11.4415,11.4553,11.4612,11.4325,11.3888,11.2887,11.181,11.0139
17.04.2017,10.9379,11.0342,11.141,11.2467,11.2554,11.2017,11.0707,10.9442,10.7722
18.04.2017,10.8305,10.9545,11.0957,11.2481,11.3066,11.2825,11.184,11.0662,10.8835
19.04.2017,11.0644,11.1262,11.1989,11.2711,11.2773,11.2376,11.1308,11.0142,10.837
20.04.2017,10.9568,11.0296,11.1142,11.2004,11.2142,11.1725,11.0459,10.8957,10.655
21.04.2017,10.7895,10.9108,11.0509,11.1881,11.2068,11.1434,10.9704,10.7844,10.5083
24.04.2017,10.9277,11.004,11.0856,11.1557,11.1244,11.0423,10.8611,10.6872,10.4443
25.04.2017,10.312,10.6451,11.0136,11.3758,11.4172,11.2697,10.9572,10.72,10.4957
26.04.2017,10.6883,10.8558,11.0394,11.2138,11.2102,11.1037,10.8624,10.6393,10.3489
27.04.2017,11.0369,11.1269,11.2219,11.2855,11.1856,11.0319,10.7366,10.4878,10.1847
28.04.2017,11.6039,11.5708,11.5207,11.4229,11.2364,11.0696,10.7916,10.571,10.307
2.05.2017,11.427,11.4341,11.4296,11.3809,11.2189,11.056,10.7854,10.5826,10.3576
3.05.2017,11.6402,11.5712,11.4773,11.3304,11.1154,10.944,10.6753,10.4757,10.2487
4.05.2017,11.4497,11.4341,11.4023,11.324,11.1429,10.9806,10.7257,10.5513,10.3838
5.05.2017,11.3554,11.362,11.3571,11.3097,11.1572,11.0076,10.7648,10.5917,10.4166
8.05.2017,11.4507,11.4505,11.435,11.3655,11.1702,10.9879,10.7103,10.5348,10.3907
9.05.2017,11.5397,11.5209,11.4863,11.4028,11.2194,11.055,10.8041,10.6358,10.4798
10.05.2017,11.621,11.5967,11.5536,11.4565,11.2544,11.0784,10.8185,10.6566,10.5268
11.05.2017,11.4496,11.468,11.4775,11.4477,11.3089,11.1677,10.9337,10.7642,10.5897
12.05.2017,11.5527,11.5643,11.563,11.5139,11.3452,11.1794,10.9134,10.7286,10.5493
15.05.2017,11.7831,11.7288,11.6527,11.5201,11.2986,11.117,10.8445,10.6644,10.495
16.05.2017,11.6639,11.639,11.5982,11.5111,11.3338,11.1742,10.9175,10.7251,10.5101
17.05.2017,11.423,11.4591,11.49,11.4831,11.3581,11.2169,10.9744,10.7881,10.5791
18.05.2017,11.4536,11.4706,11.4875,11.4907,11.4175,11.3055,11.0939,10.7198,10.5358
22.05.2017,11.5076,11.5061,11.4976,11.463,11.3462,11.2122,10.9795,10.8057,10.6196
23.05.2017,11.5288,11.5052,11.4685,11.3938,11.2411,11.0996,10.8821,10.7348,10.5992
24.05.2017,11.5218,11.4961,11.4537,11.3683,11.1969,11.0408,10.8055,10.6535,10.5258
25.05.2017,11.6291,11.5617,11.4636,11.3109,11.1,10.9625,10.7696,10.634,10.4881
26.05.2017,11.9204,11.8021,11.6475,11.4074,11.1255,10.9737,10.7874,10.6652,10.5351
29.05.2017,11.6311,11.5765,11.5,11.3687,11.1639,11.0103,10.7907,10.6518,10.5306
30.05.2017,11.5642,11.5165,11.4505,11.3319,11.1354,10.98,10.7583,10.6212,10.5114
31.05.2017,11.6317,11.5593,11.462,11.2963,11.0525,10.8795,10.6381,10.49,10.3666
1.06.2017,11.7494,11.6505,11.5297,11.3216,11.0381,10.8558,10.6153,10.4731,10.3612
2.06.2017,11.9374,11.7941,11.616,11.329,10.969,10.758,10.5046,10.3718,10.2906
5.06.2017,11.6112,11.5177,11.3946,11.1926,10.9162,10.7416,10.5109,10.3785,10.2798
6.06.2017,11.8664,11.7399,11.5749,11.3099,10.9666,10.7619,10.5069,10.3664,10.2699
7.06.2017,11.5764,11.5218,11.4475,11.3177,11.1147,10.9632,10.7425,10.5979,10.4642
8.06.2017,11.5221,11.4735,11.4043,11.2807,11.0798,10.9246,10.6964,10.5483,10.4165
9.06.2017,11.5742,11.5094,11.423,11.2729,11.0439,10.8755,10.6442,10.5111,10.4193
12.06.2017,11.3698,11.3292,11.2719,11.1649,10.9787,10.8263,10.6063,10.4746,10.3768
13.06.2017,11.089,11.1246,11.1626,11.1946,11.1405,11.028,10.8168,10.6583,10.4964
14.06.2017,10.8108,10.8804,10.9602,11.0508,11.0444,10.94,10.7251,10.5648,10.4098
15.06.2017,11.0354,11.0687,11.1061,11.1407,11.0987,11.0009,10.8018,10.6357,10.4423
16.06.2017,11.0758,11.1067,11.1382,11.1615,11.1007,10.9868,10.7629,10.5797,10.3687
19.06.2017,11.3594,11.3354,11.2994,11.225,11.074,10.9331,10.6993,10.5216,10.3207
20.06.2017,11.2171,11.224,11.2258,11.2051,11.0998,10.9686,10.7379,10.5613,10.3682
21.06.2017,11.2455,11.2474,11.2426,11.21,11.0855,10.9403,10.6907,10.5052,10.3098
22.06.2017,11.162,11.1694,11.1718,11.1495,11.0345,10.8948,10.652,10.4748,10.2957
23.06.2017,10.871,10.9326,11.0008,11.0737,11.0482,10.9349,10.6978,10.5054,10.29
28.06.2017,11.3444,11.3341,11.3143,11.2609,11.1217,10.9781,10.7426,10.5748,10.4062
29.06.2017,11.5229,11.4949,11.4513,11.3608,11.1777,11.0146,10.7659,10.6075,10.4768
30.06.2017,11.262,11.2632,11.2575,11.2233,11.0985,10.9563,10.724,10.5672,10.4254
3.07.2017,11.26077,11.276053,11.286773,11.271584,11.148718,10.993937,10.741028,10.582348,10.463101
4.07.2017,11.3042,11.310295,11.31009,11.282201,11.157604,11.012469,10.782735,10.639869,10.535124
5.07.2017,11.207539,11.245168,11.28673,11.31697,11.243004,11.111575,10.887722,10.748678,10.654006
6.07.2017,11.078221,11.157555,11.253479,11.354561,11.340356,11.222208,10.997554,10.855741,10.764422
7.07.2017,11.029796,11.119953,11.221836,11.339978,11.3479,11.244574,11.035963,10.896664,10.793697
10.07.2017,11.038033,11.129516,11.236902,11.356666,11.353097,11.231608,10.991614,10.83263,10.711033
11.07.2017,10.555797,10.762512,11.013878,11.326473,11.461986,11.343454,11.052304,10.849784,10.699556
12.07.2017,10.584818,10.771468,11.00563,11.292822,11.402108,11.274537,10.981826,10.788801,10.663677
13.07.2017,10.479095,10.675736,10.923255,11.219325,11.34406,11.225416,10.938045,10.740321,10.599758
14.07.2017,10.940608,11.039443,11.148494,11.265172,11.231933,11.076524,10.787409,10.604226,10.480848
17.07.2017,11.779021,11.749625,11.700325,11.589981,11.344915,11.120926,10.805001,10.645764,10.589211
18.07.2017,12.051368,11.952654,11.815679,11.58356,11.232477,10.980403,10.665317,10.523899,10.501985
19.07.2017,11.999041,11.920461,11.803894,11.594569,11.24387,10.971867,10.618514,10.456214,10.426881
20.07.2017,11.903366,11.854039,11.77458,11.618853,11.304547,11.036774,10.667707,10.488059,10.437676
21.07.2017,11.761501,11.734847,11.687818,11.569917,11.287091,11.020181,10.642492,10.455937,10.401779
24.07.2017,12.007818,11.944597,11.850556,11.671312,11.342175,11.070171,10.698575,10.512608,10.44265
25.07.2017,11.897409,11.871708,11.824523,11.708376,11.428134,11.162922,10.792056,10.607887,10.55244
26.07.2017,11.923077,11.891535,11.836131,11.710041,11.425673,11.163144,10.789974,10.593104,10.50412
27.07.2017,11.962339,11.924669,11.861005,11.728109,11.439388,11.182201,10.812616,10.613289,10.512761
28.07.2017,11.786719,11.775687,11.748878,11.664046,11.425073,11.183519,10.820268,10.6127,10.487605
31.07.2017,11.890937,11.86331,11.814351,11.697934,11.424419,11.167688,10.791741,10.581093,10.460511
1.08.2017,11.87347,11.85603,11.818322,11.716398,11.451365,11.189102,10.801348,10.574734,10.427167
2.08.2017,12.182902,12.105528,11.988771,11.779069,11.426308,11.147938,10.772059,10.573302,10.472654
3.08.2017,12.112604,12.053562,11.960771,11.789468,11.468694,11.203332,10.829522,10.623277,10.504787
4.08.2017,12.458978,12.329453,12.158321,11.875138,11.480479,11.210556,10.859037,10.67243,10.565286
7.08.2017,12.521177,12.408845,12.252566,11.986164,11.576122,11.273636,10.869268,10.655491,10.538627
8.08.2017,12.401159,12.29807,12.154689,11.910349,11.533934,11.253354,10.875473,10.664799,10.529981
9.08.2017,12.182673,12.129656,12.047792,11.890686,11.598187,11.35016,10.993133,10.782038,10.63011
10.08.2017,12.312767,12.233099,12.115913,11.916179,11.582144,11.329997,10.974667,10.773035,10.639853
11.08.2017,12.167971,12.122828,12.055227,11.914474,11.630684,11.385614,11.02788,10.82425,10.694918
14.08.2017,12.001909,11.988458,11.958057,11.869713,11.629366,11.392725,11.037032,10.831362,10.697341
15.08.2017,12.004132,11.987594,11.954382,11.865825,11.638315,11.414659,11.077875,10.872245,10.718367
16.08.2017,11.930248,11.943832,11.947171,11.901506,11.685922,11.442539,11.0687,10.850382,10.711221
17.08.2017,11.923785,11.918413,11.897681,11.824435,11.597297,11.365971,11.009496,10.79389,10.638724
18.08.2017,12.179442,12.121747,12.039387,11.879218,11.585286,11.338529,10.985374,10.782803,10.647935
21.08.2017,12.076278,12.02569,11.947644,11.785533,11.48234,11.217144,10.843503,10.642948,10.535641
22.08.2017,11.604142,11.663218,11.719927,11.736106,11.540942,11.270808,10.849054,10.612126,10.487444
23.08.2017,11.824808,11.843079,11.851009,11.804778,11.575404,11.312795,10.912409,10.683793,10.548008
24.08.2017,11.689449,11.72669,11.758596,11.74463,11.53815,11.282148,10.877066,10.643271,10.517212
25.08.2017,12.091013,12.05026,11.986367,11.845382,11.54546,11.274827,10.87983,10.656536,10.530008
28.08.2017,12.024082,11.974126,11.897311,11.74351,11.441611,11.179349,10.796998,10.574288,10.428772
29.08.2017,11.647934,11.670918,11.685412,11.655856,11.457896,11.223309,10.854579,10.62978,10.479348
31.08.2017,11.698454,11.720439,11.732554,11.697407,11.489762,11.246429,10.867012,10.641473,10.498553
5.09.2017,11.797324,11.798579,11.786771,11.721481,11.500598,11.266764,10.907607,10.688251,10.535681
6.09.2017,11.79956,11.804871,11.798031,11.739753,11.525059,11.294888,10.941223,10.729752,10.591824
7.09.2017,11.63792,11.672155,11.701421,11.6901,11.499463,11.266054,10.893458,10.670809,10.532279
8.09.2017,11.67508,11.70684,11.731731,11.712112,11.5116,11.269914,10.888019,10.661792,10.523362
11.09.2017,11.592506,11.638244,11.679336,11.680878,11.492533,11.249109,10.858372,10.623862,10.473212
12.09.2017,11.606252,11.640426,11.668372,11.656962,11.474622,11.248763,10.893632,10.680795,10.546253
13.09.2017,11.683097,11.70845,11.724928,11.695055,11.490049,11.251258,10.88085,10.663406,10.53259
14.09.2017,11.74991,11.762781,11.764977,11.716116,11.498793,11.26501,10.91092,10.715574,10.622873
15.09.2017,11.658345,11.687493,11.709177,11.685472,11.485605,11.251624,10.893442,10.696823,10.607866
18.09.2017,11.743184,11.77081,11.788799,11.756343,11.536396,11.286042,10.91291,10.720881,10.659521
19.09.2017,11.630699,11.679191,11.722976,11.728039,11.543474,11.308856,10.960837,10.789527,10.760288
20.09.2017,12.050702,12.02162,11.970627,11.843506,11.554113,11.292833,10.94027,10.783879,10.785517
21.09.2017,12.015049,11.999096,11.965147,11.867372,11.618224,11.386509,11.060099,10.9025,10.871402
22.09.2017,11.730188,11.788302,11.845397,11.869478,11.702983,11.478159,11.133307,10.957337,10.912075
25.09.2017,11.849735,11.898308,11.941799,11.943385,11.750022,11.509562,11.150947,10.975818,10.945185
26.09.2017,11.637474,11.729618,11.82493,11.895521,11.74412,11.502328,11.128825,10.940164,10.901448
27.09.2017,11.905305,11.969279,12.029657,12.049689,11.851806,11.591378,11.198864,11.001311,10.955584
28.09.2017,11.831598,11.894204,11.955956,11.978161,11.782206,11.527685,11.144339,10.958804,10.934623
29.09.2017,12.065884,12.071956,12.06245,11.988289,11.720742,11.4501,11.068612,10.891865,10.877572
2.10.2017,11.930246,11.958082,11.975367,11.939685,11.711913,11.459076,11.092646,10.917882,10.892799
3.10.2017,12.020523,12.040962,12.049178,12.000803,11.762696,11.505966,11.141963,10.970698,10.953579
4.10.2017,11.996163,12.026086,12.047065,12.015167,11.78637,11.528852,11.155258,10.973342,10.93992
5.10.2017,12.254506,12.22863,12.180954,12.058859,11.771257,11.512473,11.151197,10.976425,10.93767
6.10.2017,11.815878,11.895858,11.972339,12.023331,11.871248,11.645992,11.289204,11.094579,11.014206
9.10.2017,12.908514,12.848633,12.761303,12.588763,12.274506,12.012519,11.640113,11.430589,11.30296
10.10.2017,11.678325,11.85658,12.056166,12.2687,12.228678,12.017109,11.636233,11.399696,11.25247
11.10.2017,11.683032,11.824522,11.98779,12.157499,12.107955,11.917221,11.574881,11.359196,11.215624
12.10.2017,11.902868,11.98013,12.062343,12.126967,12.014602,11.826997,11.508592,11.307754,11.164683
13.10.2017,11.840762,11.955946,12.072341,12.178003,12.063331,11.843933,11.474264,11.25303,11.121104
16.10.2017,12.074453,12.13691,12.197331,12.224932,12.062456,11.841045,11.488072,11.282732,11.162453
17.10.2017,12.081012,12.149528,12.217602,12.256784,12.1073,11.892151,11.548186,11.343887,11.219342
18.10.2017,11.98812,12.072197,12.164548,12.242341,12.14085,11.955555,11.640162,11.438814,11.290344
19.10.2017,11.903585,12.011705,12.131301,12.244654,12.164559,11.981612,11.655882,11.44152,11.275081
20.10.2017,12.002897,12.096777,12.191829,12.279105,12.19076,12.016139,11.708749,11.50413,11.337901
23.10.2017,11.633447,11.829829,12.056562,12.312768,12.351433,12.202355,11.873805,11.613689,11.337726
24.10.2017,12.278508,12.349974,12.424259,12.481442,12.378025,12.203502,11.899252,11.6861,11.489767
25.10.2017,12.300123,12.386309,12.482419,12.569513,12.490199,12.323785,12.021916,11.805242,11.598943
26.10.2017,13.295337,13.186964,13.046196,12.827402,12.560548,12.386487,12.135349,11.958022,11.766418
27.10.2017,12.940452,12.973662,12.999387,12.989644,12.831354,12.639668,12.322966,12.109928,11.922006
30.10.2017,12.80058,12.820493,12.832488,12.805258,12.637633,12.44574,12.125533,11.899829,11.677378
31.10.2017,12.670298,12.738514,12.804688,12.844807,12.705557,12.502881,12.155409,11.918644,11.707511
1.11.2017,12.581288,12.678053,12.779489,12.86893,12.776354,12.590316,12.243831,11.978566,11.695239
2.11.2017,12.370626,12.540002,12.730576,12.935176,12.897107,12.698893,12.300695,11.991653,11.666257
3.11.2017,12.66277,12.849115,13.045198,13.268209,13.249907,13.062676,12.671353,12.354313,11.9994
6.11.2017,12.466272,12.764921,13.095128,13.455629,13.449334,13.184051,12.669189,12.318453,12.030859
7.11.2017,12.92567,13.082423,13.249805,13.419073,13.345766,13.126053,12.699069,12.361699,11.989446
8.11.2017,12.587657,12.871643,13.186831,13.552946,13.608017,13.404126,12.939161,12.542037,12.073525
9.11.2017,12.411003,12.775316,13.195024,13.684019,13.763299,13.505568,12.919952,12.434508,11.889312
10.11.2017,13.117698,13.275224,13.437063,13.60526,13.52643,13.297586,12.819955,12.401777,11.874287
13.11.2017,12.836779,13.078433,13.345331,13.63602,13.628474,13.400909,12.90683,12.486796,11.980081
14.11.2017,13.036759,13.255134,13.49215,13.747393,13.710226,13.470857,12.966835,12.534492,12.007639
15.11.2017,12.285149,12.670246,13.101233,13.615881,13.755864,13.554637,13.052174,12.608256,12.072104
16.11.2017,12.528634,12.848802,13.217816,13.649574,13.733911,13.52557,13.028628,12.593423,12.069199
17.11.2017,12.666717,12.908175,13.182002,13.565178,13.748116,13.596999,13.144012,12.72522,12.207541
20.11.2017,13.180503,13.36325,13.582757,13.882917,14.060894,13.974991,13.623118,13.218209,12.596057
21.11.2017,12.446319,12.790977,13.20602,13.802534,14.233975,14.198758,13.834026,13.400031,12.757716
22.11.2017,12.408029,12.768356,13.202447,13.82695,14.281216,14.249433,13.877671,13.433247,12.775116
23.11.2017,12.386719,12.736591,13.168916,13.774873,14.155362,14.04012,13.54158,13.028565,12.343975
24.11.2017,12.524324,12.848486,13.221709,13.765943,14.112907,14.021062,13.559693,13.036069,12.265622
27.11.2017,12.539461,12.811303,13.139163,13.592392,13.883229,13.793595,13.356706,12.843638,12.053155
28.11.2017,12.820008,13.038024,13.298972,13.668095,13.909592,13.837234,13.445008,12.938178,12.102197
29.11.2017,12.898,13.115461,13.38207,13.751058,13.980266,13.893754,13.48847,12.991266,12.197526
30.11.2017,13.311244,13.426271,13.565329,13.734725,13.769136,13.614836,13.174868,12.690455,11.945341
1.12.2017,13.270469,13.35739,13.467053,13.59631,13.596989,13.440348,13.009656,12.532952,11.796792
4.12.2017,13.694637,13.669712,13.631787,13.554662,13.394267,13.219833,12.823465,12.377146,11.648199
5.12.2017,13.710812,13.693855,13.662968,13.587495,13.396862,13.178865,12.722493,12.251433,11.534418
6.12.2017,13.798979,13.758346,13.69598,13.581812,13.378677,13.182408,12.768644,12.320252,11.606829
7.12.2017,13.38099,13.411841,13.446495,13.46997,13.386246,13.219923,12.809095,12.353635,11.638939
8.12.2017,13.529692,13.529339,13.522461,13.488025,13.360344,13.188524,12.783981,12.330783,11.604906
11.12.2017,13.215965,13.264558,13.319543,13.370763,13.305028,13.135527,12.716724,12.265084,11.565436
12.12.2017,13.127006,13.200751,13.289736,13.38515,13.348506,13.177777,12.763374,12.336796,11.708933
13.12.2017,12.833612,12.980484,13.172528,13.411113,13.488305,13.333966,12.904704,12.468207,11.849435
14.12.2017,12.913444,13.036027,13.192541,13.384126,13.434519,13.296916,12.930532,12.570009,12.075513
15.12.2017,13.379171,13.429419,13.491027,13.551483,13.513198,13.379377,13.045905,12.690657,12.152238
18.12.2017,13.058654,13.164686,13.291637,13.440135,13.440522,13.272908,12.854622,12.4401,11.851349
19.12.2017,13.093749,13.1854,13.298575,13.430288,13.432434,13.278085,12.86626,12.417495,11.730769
20.12.2017,13.325004,13.382723,13.452483,13.517083,13.442105,13.251561,12.816659,12.384038,11.760629
21.12.2017,13.139832,13.227703,13.336319,13.455385,13.424488,13.241997,12.792542,12.333958,11.668986
22.12.2017,13.568518,13.590801,13.609027,13.593586,13.426194,13.189328,12.707145,12.260278,11.647957
25.12.2017,13.953304,13.926887,13.879166,13.76004,13.466375,13.159376,12.606257,12.142082,11.551039
26.12.2017,13.885756,13.851628,13.794913,13.671738,13.402358,13.129346,12.628461,12.179996,11.572119
27.12.2017,14.157132,14.087219,13.978587,13.77663,13.419865,13.106287,12.572565,12.126889,11.556752
28.12.2017,14.041557,13.985594,13.896731,13.72065,13.378106,13.065797,12.529051,12.091606,11.55318
29.12.2017,14.194797,14.10665,13.972343,13.713953,13.258922,12.871156,12.268316,11.841512,11.400904
2.01.2018,13.737615,13.725487,13.687575,13.552372,13.148274,12.721228,12.06351,11.658292,11.355185
3.01.2018,13.302499,13.371482,13.441889,13.458402,13.17351,12.7693,12.113974,11.722031,11.467579
4.01.2018,13.451534,13.493142,13.527756,13.501602,13.207319,12.832826,12.213692,11.816754,11.501861
5.01.2018,13.489918,13.528522,13.557443,13.519774,13.210308,12.821953,12.186044,11.781289,11.462758
8.01.2018,13.819341,13.803775,13.762425,13.626202,13.231774,12.821314,12.178659,11.774694,11.449806
9.01.2018,13.7674,13.778048,13.766634,13.658139,13.239889,12.773248,12.059283,11.64028,11.369671
10.01.2018,13.316894,13.408677,13.508988,13.565109,13.304245,12.896531,12.217535,11.796093,11.493634
11.01.2018,14.081979,14.026136,13.932674,13.727222,13.292472,12.895138,12.281057,11.881157,11.53098
12.01.2018,13.242234,13.335955,13.437067,13.505126,13.290504,12.931883,12.297178,11.858668,11.458737
15.01.2018,13.650265,13.669874,13.675228,13.61183,13.303016,12.938758,12.337261,11.932913,11.564407
16.01.2018,13.484429,13.55076,13.618004,13.644336,13.418367,13.079033,12.487113,12.064496,11.650465
17.01.2018,13.436179,13.507729,13.5857,13.628346,13.421357,13.097086,12.537112,12.156202,11.816069
19.01.2018,13.110275,13.235686,13.382393,13.532421,13.444179,13.181332,12.668177,12.280683,11.882479
22.01.2018,13.466831,13.521711,13.57474,13.595955,13.415741,13.143962,12.650607,12.278966,11.879338
23.01.2018,13.223218,13.32196,13.430189,13.525363,13.389378,13.111075,12.601325,12.229529,11.862069
24.01.2018,13.519952,13.547822,13.567332,13.528462,13.260474,12.932267,12.397331,12.048281,11.755771
25.01.2018,13.600386,13.597531,13.576515,13.483157,13.177297,12.851016,12.320494,11.963102,11.638388
26.01.2018,13.449877,13.50115,13.545471,13.526719,13.228454,12.847978,12.23872,11.875179,11.6397
29.01.2018,13.142045,13.242254,13.346433,13.417934,13.212739,12.875302,12.312783,11.975169,11.758683
30.01.2018,13.35001,13.407431,13.457559,13.450663,13.173573,12.811974,12.248024,11.927002,11.752085
31.01.2018,13.529552,13.542369,13.535816,13.446037,13.091091,12.704609,12.116377,11.791993,11.622897
1.02.2018,13.916806,13.812059,13.664404,13.387145,12.913084,12.536693,12.011901,11.725175,11.562619
2.02.2018,14.312689,14.112531,13.842256,13.396606,12.805289,12.412393,11.917692,11.674285,11.5713
5.02.2018,14.391197,14.158063,13.861143,13.386761,12.784758,12.410393,11.953852,11.73203,11.633875
6.02.2018,13.961247,13.820289,13.633184,13.317616,12.872539,12.558351,12.140234,11.901799,11.734391
7.02.2018,13.596848,13.524899,13.420236,13.224369,12.885751,12.606866,12.204027,11.957839,11.763925
8.02.2018,13.757144,13.680018,13.569137,13.365487,13.020016,12.739337,12.312909,12.024145,11.745156
9.02.2018,13.135325,13.211219,13.288748,13.332169,13.144033,12.857133,12.372512,12.062129,11.822395
12.02.2018,13.27925,13.322966,13.359644,13.354566,13.15068,12.880755,12.421444,12.104986,11.808799
13.02.2018,13.486882,13.514468,13.532324,13.500205,13.272237,12.991964,12.523463,12.194366,11.8762
14.02.2018,12.827789,12.969664,13.132462,13.302143,13.243218,13.008753,12.5437,12.184405,11.80329
15.02.2018,13.206177,13.235267,13.258976,13.245736,13.069959,12.843094,12.434431,12.116869,11.760804
16.02.2018,13.402763,13.390259,13.361888,13.276056,13.045265,12.804913,12.394151,12.078895,11.722006
19.02.2018,13.510382,13.446789,13.360152,13.202407,12.937065,12.711151,12.329577,12.014961,11.612527
20.02.2018,13.651815,13.567431,13.454843,13.262389,12.977272,12.752508,12.383107,12.073153,11.668357
21.02.2018,13.472193,13.42266,13.345324,13.211487,12.960488,12.734834,12.346975,12.021115,11.601591
22.02.2018,13.642409,13.556591,13.433578,13.243755,12.958127,12.740021,12.379173,12.077783,11.687003
23.02.2018,13.278549,13.267745,13.24058,13.161262,12.940139,12.70763,12.303687,11.984802,11.610123
26.02.2018,13.332036,13.305823,13.262447,13.159544,12.922246,12.689016,12.292228,11.982303,11.615979
27.02.2018,13.326266,13.299976,13.255883,13.150856,12.91064,12.674163,12.277843,11.969162,11.608967
28.02.2018,13.26984,13.27298,13.264442,13.209698,13.00828,12.782305,12.3796,12.059671,11.681075
1.03.2018,13.056827,13.108806,13.162242,13.185042,13.031902,12.8023,12.375412,12.035078,11.642946
2.03.2018,13.158425,13.178782,13.191133,13.165699,12.993322,12.777812,12.386856,12.070656,11.693042
5.03.2018,13.279635,13.293127,13.298948,13.268023,13.101219,12.896967,12.515649,12.191811,11.777958
6.03.2018,13.322127,13.338081,13.345983,13.314451,13.135449,12.91517,12.51325,12.177397,11.759503
7.03.2018,13.403825,13.405575,13.397493,13.349776,13.175524,12.978534,12.616276,12.308122,11.914245
8.03.2018,13.099065,13.210464,13.341008,13.464873,13.397487,13.19181,12.767907,12.409085,11.974825
9.03.2018,13.086965,13.21584,13.358783,13.515664,13.500041,13.330717,12.937366,12.564407,12.058411
12.03.2018,12.623889,12.864453,13.157112,13.523633,13.712975,13.624363,13.268005,12.849611,12.197514
13.03.2018,12.366773,12.658822,13.014548,13.461782,13.703662,13.620643,13.277707,12.896563,12.339197
14.03.2018,12.300068,12.602377,12.982679,13.455675,13.693402,13.585873,13.200774,12.799555,12.240816
15.03.2018,12.33884,12.655049,13.024785,13.497015,13.779018,13.719622,13.391628,12.996838,12.392156
16.03.2018,12.554453,12.864251,13.223882,13.679283,13.909883,13.811547,13.436655,13.029084,12.440899
19.03.2018,12.448692,12.773663,13.168532,13.661942,13.922539,13.83086,13.464676,13.073244,12.516397
20.03.2018,12.660702,12.939949,13.275028,13.6789,13.836945,13.687815,13.259803,12.839325,12.272312
21.03.2018,13.204763,13.376456,13.589339,13.828823,13.854213,13.673348,13.238972,12.830902,12.286287
22.03.2018,12.555819,12.849904,13.222867,13.658394,13.836133,13.681647,13.224382,12.770652,12.156773
23.03.2018,12.372956,12.751317,13.197761,13.761603,14.047948,13.937122,13.51244,13.062197,12.429822
26.03.2018,12.478464,12.86301,13.330462,13.915243,14.229984,14.130166,13.695695,13.20588,12.477005
27.03.2018,12.864819,13.174511,13.549634,14.014452,14.246942,14.137052,13.712262,13.221204,12.469695
28.03.2018,13.164403,13.412328,13.718599,14.080226,14.195053,14.027065,13.560716,13.090653,12.431426
29.03.2018,13.581442,13.717863,13.879927,14.042326,14.001626,13.794462,13.315783,12.849485,12.205032
30.03.2018,12.792044,13.085977,13.438697,13.860433,13.987362,13.789182,13.259007,12.745954,12.044604
2.04.2018,13.197319,13.430634,13.702602,14.003603,14.019806,13.786065,13.258272,12.797014,12.223117
3.04.2018,13.379945,13.570824,13.790417,14.022794,13.991045,13.750567,13.237855,12.794694,12.246651
4.04.2018,13.293231,13.531754,13.808826,14.112066,14.115193,13.867308,13.323059,12.858415,12.296267
5.04.2018,13.304868,13.5486,13.84497,14.179825,14.231155,14.024526,13.559429,13.174261,12.735039
6.04.2018,13.258268,13.535709,13.875693,14.25896,14.354081,14.160644,13.687275,13.270415,12.768948
9.04.2018,13.145876,13.457659,13.825449,14.249316,14.351759,14.141292,13.646766,13.239425,12.788124
10.04.2018,13.278985,13.565998,13.903173,14.287292,14.367363,14.168697,13.747364,13.447523,13.196936
11.04.2018,13.119963,13.472752,13.893343,14.394117,14.578204,14.408797,13.945726,13.525351,13.011418
12.04.2018,13.630186,13.838082,14.083201,14.332419,14.265613,13.98831,13.462729,13.09434,12.773367
13.04.2018,13.700886,13.904866,14.145092,14.382051,14.316629,14.046978,13.529607,13.155541,12.806558
16.04.2018,14.122723,14.242834,14.371694,14.474157,14.321962,14.049965,13.570663,13.242057,12.950714
17.04.2018,13.337903,13.620864,13.94874,14.306101,14.321239,14.062853,13.541383,13.159698,12.806552
18.04.2018,13.362848,13.602915,13.878283,14.168166,14.136977,13.873299,13.345673,12.9486,12.553458
19.04.2018,13.020139,13.301676,13.639896,14.007813,14.019425,13.747621,13.175987,12.729305,12.26467
20.04.2018,13.089889,13.36845,13.703198,14.058264,14.072678,13.810987,13.249693,12.796315,12.298062
24.04.2018,13.48291,13.709821,13.967245,14.227902,14.159723,13.86739,13.287811,12.833027,12.339792
25.04.2018,13.139144,13.43932,13.786109,14.160663,14.165815,13.883902,13.289171,12.815655,12.303252
26.04.2018,13.340079,13.582271,13.870179,14.172513,14.140543,13.86237,13.274331,12.784826,12.21738
27.04.2018,13.381748,13.631517,13.931342,14.233883,14.20776,13.929831,13.326721,12.804951,12.167563
30.04.2018,14.071646,14.166806,14.265084,14.327959,14.147591,13.856743,13.289606,12.797421,12.175918
2.05.2018,13.918493,14.101583,14.318017,14.540241,14.49699,14.254516,13.699751,13.168196,12.435753
3.05.2018,13.559839,13.885542,14.287009,14.745,14.922001,14.762438,14.241464,13.653912,12.759736
4.05.2018,13.053728,13.604075,14.235768,15.01488,15.395708,15.266401,14.727895,14.124612,13.233761
